regiao,estado,cod_uf,data,semana_epi,populacao_tcu2019,casos_acumulado,casos_novos,obitos_acumulado,obitos_novos,incidencia100k,mortalidade100k
Nordeste,CE,23,2020-05-13,20,9132078,19156,744,1389,109,209.77,15.21
Nordeste,CE,23,2020-05-13,20,,220,45,0,0,,
Nordeste,CE,23,2020-05-14,20,9132078,21077,1921,1413,24,230.8,15.47
Nordeste,CE,23,2020-05-14,20,,293,73,0,0,,
Nordeste,CE,23,2020-05-15,20,9132078,22490,1413,1476,63,246.27,16.16
Nordeste,CE,23,2020-05-15,20,,357,64,0,0,,
Nordeste,CE,23,2020-05-16,20,9132078,23795,1305,1614,138,260.57,17.67
Nordeste,CE,23,2020-05-16,20,,432,75,0,0,,
Nordeste,CE,23,2020-05-17,21,9132078,24255,460,1641,27,265.6,17.97
Nordeste,CE,23,2020-05-17,21,,429,-3,0,0,,
Nordeste,CE,23,2020-05-18,21,9132078,26363,2108,1748,107,288.69,19.14
Nordeste,CE,23,2020-05-18,21,,471,42,0,0,,
Nordeste,CE,23,2020-05-19,21,9132078,28112,1749,1856,108,307.84,20.32
Nordeste,CE,23,2020-05-19,21,,931,460,0,0,,
Nordeste,CE,23,2020-05-20,21,9132078,30560,2448,1900,44,334.64,20.81
Nordeste,CE,23,2020-05-20,21,,1072,141,0,0,,
Nordeste,CE,23,2020-05-21,21,9132078,31413,853,2161,261,343.99,23.66
Nordeste,CE,23,2020-05-21,21,,1104,32,0,0,,
Nordeste,CE,23,2020-05-22,21,9132078,34573,3160,2251,90,378.59,24.65
Nordeste,CE,23,2020-05-22,21,,1071,-33,0,0,,
Nordeste,CE,23,2020-05-23,21,9132078,35122,549,2308,57,384.6,25.27
Nordeste,CE,23,2020-05-23,21,,1182,111,0,0,,
Nordeste,CE,23,2020-05-24,22,9132078,35595,473,2324,16,389.78,25.45
Nordeste,CE,23,2020-05-24,22,,1242,60,0,0,,
Nordeste,CE,23,2020-05-25,22,9132078,36185,590,2493,169,396.24,27.3
Nordeste,CE,23,2020-05-25,22,,1280,38,0,0,,
Nordeste,CE,23,2020-05-26,22,9132078,37021,836,2603,110,405.4,28.5
Nordeste,CE,23,2020-05-26,22,,1328,48,0,0,,
Nordeste,CE,23,2020-05-27,22,9132078,37275,254,2671,68,408.18,29.25
Nordeste,CE,23,2020-05-27,22,,1334,6,0,0,,
Nordeste,CE,23,2020-05-28,22,9132078,37821,546,2733,62,414.16,29.93
Nordeste,CE,23,2020-05-28,22,,1351,17,0,0,,
Nordeste,CE,23,2020-05-29,22,9132078,38395,574,2859,126,420.44,31.31
Nordeste,CE,23,2020-05-29,22,,1370,19,0,0,,
Nordeste,CE,23,2020-05-30,22,9132078,46506,8111,2956,97,509.26,32.37
Nordeste,CE,23,2020-05-30,22,,0,-1370,0,0,,
Nordeste,CE,23,2020-05-31,23,9132078,48489,1983,3010,54,530.97,32.96
Nordeste,CE,23,2020-05-31,23,,1317,1317,0,0,,
Nordeste,CE,23,2020-06-01,23,9132078,50504,2015,3188,178,553.04,34.91
Nordeste,CE,23,2020-06-01,23,,1313,-4,0,0,,
Nordeste,CE,23,2020-06-02,23,9132078,53073,2569,3421,233,581.17,37.46
Nordeste,CE,23,2020-06-02,23,,1318,5,0,0,,
Nordeste,CE,23,2020-06-03,23,9132078,56056,2983,3605,184,613.84,39.48
Nordeste,CE,23,2020-06-03,23,,1547,229,0,0,,
Nordeste,CE,23,2020-06-04,23,9132078,59795,3739,3813,208,654.78,41.75
Nordeste,CE,23,2020-06-04,23,,1533,-14,0,0,,
Nordeste,CE,23,2020-06-05,23,9132078,61595,1800,3890,77,674.49,42.6
Nordeste,CE,23,2020-06-05,23,,1714,181,0,0,,
Nordeste,CE,23,2020-06-06,23,9132078,63575,1980,3965,75,696.17,43.42
Nordeste,CE,23,2020-06-06,23,,1715,1,0,0,,
Nordeste,CE,23,2020-06-07,24,9132078,64271,696,3982,17,703.79,43.6
Nordeste,CE,23,2020-06-07,24,,1700,-15,0,0,,
Nordeste,CE,23,2020-06-08,24,9132078,65605,1334,4120,138,718.4,45.12
Nordeste,CE,23,2020-06-08,24,,1726,26,0,0,,
Nordeste,CE,23,2020-06-09,24,9132078,68384,2779,4309,189,748.83,47.19
Nordeste,CE,23,2020-06-09,24,,1737,11,0,0,,
Nordeste,CE,23,2020-06-10,24,9132078,71402,3018,4480,171,781.88,49.06
Nordeste,CE,23,2020-06-10,24,,1736,-1,0,0,,
Nordeste,CE,23,2020-06-11,24,9132078,73879,2477,4663,183,809.01,51.06
Nordeste,CE,23,2020-06-11,24,,1753,17,0,0,,
Nordeste,CE,23,2020-06-12,24,9132078,75705,1826,4788,125,829,52.43
Nordeste,CE,23,2020-06-12,24,,1757,4,0,0,,
Nordeste,CE,23,2020-06-13,24,9132078,76429,724,4829,41,836.93,52.88
Nordeste,CE,23,2020-06-13,24,,1762,5,0,0,,
Nordeste,CE,23,2020-06-14,25,9132078,76748,319,4861,32,840.42,53.23
Nordeste,CE,23,2020-06-14,25,,1767,5,0,0,,
Nordeste,CE,23,2020-06-15,25,9132078,79462,2714,4999,138,870.14,54.74
Nordeste,CE,23,2020-06-15,25,,1758,-9,0,0,,
Nordeste,CE,23,2020-06-16,25,9132078,81289,1827,5070,71,890.15,55.52
Nordeste,CE,23,2020-06-16,25,,1749,-9,0,0,,
Nordeste,CE,23,2020-06-17,25,9132078,84967,3678,5282,212,930.42,57.84
Nordeste,CE,23,2020-06-17,25,,1749,0,0,0,,
Nordeste,CE,23,2020-06-18,25,9132078,87273,2306,5377,95,955.68,58.88
Nordeste,CE,23,2020-06-18,25,,1773,24,0,0,,
Nordeste,CE,23,2020-06-19,25,9132078,89863,2590,5460,83,984.04,59.79
Nordeste,CE,23,2020-06-19,25,,1795,22,0,0,,
Nordeste,CE,23,2020-06-20,25,9132078,92156,2293,5518,58,1009.15,60.42
Nordeste,CE,23,2020-06-20,25,,1801,6,0,0,,
Nordeste,CE,23,2020-06-21,26,9132078,92866,710,5523,5,1016.92,60.48
Nordeste,CE,23,2020-06-21,26,,1801,0,0,0,,
Nordeste,CE,23,2020-06-22,26,9132078,94158,1292,5604,81,1031.07,61.37
Nordeste,CE,23,2020-06-22,26,,1813,12,0,0,,
Nordeste,CE,23,2020-06-23,26,9132078,97528,3370,5717,113,1067.97,62.6
Nordeste,CE,23,2020-06-23,26,,1807,-6,0,0,,
Nordeste,CE,23,2020-06-24,26,9132078,99578,2050,5815,98,1090.42,63.68
Nordeste,CE,23,2020-06-24,26,,1818,11,0,0,,
Nordeste,CE,23,2020-06-25,26,9132078,102126,2548,5875,60,1118.32,64.33
Nordeste,CE,23,2020-06-25,26,,1828,10,0,0,,
Nordeste,CE,23,2020-06-26,26,9132078,104422,2296,5920,45,1143.46,64.83
Nordeste,CE,23,2020-06-26,26,,1837,9,0,0,,
Nordeste,CE,23,2020-06-27,26,9132078,106628,2206,5981,61,1167.62,65.49
Nordeste,CE,23,2020-06-27,26,,1775,-62,0,0,,
Nordeste,CE,23,2020-06-28,27,9132078,107568,940,5990,9,1177.91,65.59
Nordeste,CE,23,2020-06-28,27,,1773,-2,0,0,,
Nordeste,CE,23,2020-06-29,27,9132078,108225,657,6076,86,1185.11,66.53
Nordeste,CE,23,2020-06-29,27,,1812,39,0,0,,
Nordeste,CE,23,2020-06-30,27,9132078,108699,474,6146,70,1190.3,67.3
Nordeste,CE,23,2020-06-30,27,,0,-1812,0,0,,
Centro-Oeste,DF,53,2020-02-25,9,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-02-26,9,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-02-27,9,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-02-28,9,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-02-29,9,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-03-01,10,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-03-02,10,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-03-03,10,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-03-04,10,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-03-05,10,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-03-06,10,3015268,0,0,0,0,0,0
Centro-Oeste,DF,53,2020-03-07,10,3015268,1,1,0,0,0.03,0
Centro-Oeste,DF,53,2020-03-08,11,3015268,1,0,0,0,0.03,0
Centro-Oeste,DF,53,2020-03-09,11,3015268,1,0,0,0,0.03,0
Centro-Oeste,DF,53,2020-03-10,11,3015268,1,0,0,0,0.03,0
Centro-Oeste,DF,53,2020-03-11,11,3015268,2,1,0,0,0.07,0
Centro-Oeste,DF,53,2020-03-12,11,3015268,2,0,0,0,0.07,0
Centro-Oeste,DF,53,2020-03-13,11,3015268,2,0,0,0,0.07,0
Centro-Oeste,DF,53,2020-03-14,11,3015268,6,4,0,0,0.2,0
Centro-Oeste,DF,53,2020-03-15,12,3015268,8,2,0,0,0.27,0
Centro-Oeste,DF,53,2020-03-16,12,3015268,13,5,0,0,0.43,0
Centro-Oeste,DF,53,2020-03-17,12,3015268,22,9,0,0,0.73,0
Centro-Oeste,DF,53,2020-03-18,12,3015268,26,4,0,0,0.86,0
Centro-Oeste,DF,53,2020-03-19,12,3015268,42,16,0,0,1.39,0
Centro-Oeste,DF,53,2020-03-20,12,3015268,87,45,0,0,2.89,0
Centro-Oeste,DF,53,2020-03-21,12,3015268,100,13,0,0,3.32,0
Centro-Oeste,DF,53,2020-03-22,13,3015268,117,17,0,0,3.88,0
Centro-Oeste,DF,53,2020-03-23,13,3015268,133,16,0,0,4.41,0
Centro-Oeste,DF,53,2020-03-24,13,3015268,160,27,0,0,5.31,0
Centro-Oeste,DF,53,2020-03-25,13,3015268,160,0,0,0,5.31,0
Centro-Oeste,DF,53,2020-03-26,13,3015268,200,40,0,0,6.63,0
Centro-Oeste,DF,53,2020-03-27,13,3015268,230,30,0,0,7.63,0
Centro-Oeste,DF,53,2020-03-28,13,3015268,260,30,0,0,8.62,0
Centro-Oeste,DF,53,2020-03-29,14,3015268,289,29,1,1,9.58,0.03
Centro-Oeste,DF,53,2020-03-30,14,3015268,312,23,1,0,10.35,0.03
Centro-Oeste,DF,53,2020-03-31,14,3015268,332,20,3,2,11.01,0.1
Centro-Oeste,DF,53,2020-04-01,14,3015268,355,23,3,0,11.77,0.1
Centro-Oeste,DF,53,2020-04-02,14,3015268,370,15,4,1,12.27,0.13
Centro-Oeste,DF,53,2020-04-03,14,3015268,402,32,5,1,13.33,0.17
Centro-Oeste,DF,53,2020-04-04,14,3015268,454,52,7,2,15.06,0.23
Centro-Oeste,DF,53,2020-04-05,15,3015268,468,14,7,0,15.52,0.23
Centro-Oeste,DF,53,2020-04-06,15,3015268,473,5,10,3,15.69,0.33
Centro-Oeste,DF,53,2020-04-07,15,3015268,492,19,12,2,16.32,0.4
Centro-Oeste,DF,53,2020-04-08,15,3015268,509,17,12,0,16.88,0.4
Centro-Oeste,DF,53,2020-04-09,15,3015268,527,18,13,1,17.48,0.43
Centro-Oeste,DF,53,2020-04-10,15,3015268,555,28,14,1,18.41,0.46
Centro-Oeste,DF,53,2020-04-11,15,3015268,579,24,14,0,19.2,0.46
Centro-Oeste,DF,53,2020-04-12,16,3015268,614,35,14,0,20.36,0.46
Centro-Oeste,DF,53,2020-04-13,16,3015268,638,24,15,1,21.16,0.5
Centro-Oeste,DF,53,2020-04-14,16,3015268,651,13,17,2,21.59,0.56
Centro-Oeste,DF,53,2020-04-15,16,3015268,682,31,17,0,22.62,0.56
Centro-Oeste,DF,53,2020-04-16,16,3015268,716,34,20,3,23.75,0.66
Centro-Oeste,DF,53,2020-04-17,16,3015268,746,30,20,0,24.74,0.66
Centro-Oeste,DF,53,2020-04-18,16,3015268,762,16,24,4,25.27,0.8
Centro-Oeste,DF,53,2020-04-19,17,3015268,827,65,24,0,27.43,0.8
Centro-Oeste,DF,53,2020-04-20,17,3015268,872,45,24,0,28.92,0.8
Centro-Oeste,DF,53,2020-04-21,17,3015268,881,9,24,0,29.22,0.8
Centro-Oeste,DF,53,2020-04-22,17,3015268,946,65,25,1,31.37,0.83
Centro-Oeste,DF,53,2020-04-23,17,3015268,963,17,25,0,31.94,0.83
Centro-Oeste,DF,53,2020-04-24,17,3015268,989,26,26,1,32.8,0.86
Centro-Oeste,DF,53,2020-04-25,17,3015268,1013,24,26,0,33.6,0.86
Centro-Oeste,DF,53,2020-04-26,18,3015268,1066,53,27,1,35.35,0.9
Centro-Oeste,DF,53,2020-04-27,18,3015268,1146,80,27,0,38.01,0.9
Centro-Oeste,DF,53,2020-04-28,18,3015268,1213,67,28,1,40.23,0.93
Centro-Oeste,DF,53,2020-04-29,18,3015268,1275,62,28,0,42.28,0.93
Centro-Oeste,DF,53,2020-04-30,18,3015268,1356,81,30,2,44.97,0.99
Centro-Oeste,DF,53,2020-05-01,18,3015268,1466,110,30,0,48.62,0.99
Centro-Oeste,DF,53,2020-05-02,18,3015268,1566,100,31,1,51.94,1.03
Centro-Oeste,DF,53,2020-05-03,19,3015268,1649,83,33,2,54.69,1.09
Centro-Oeste,DF,53,2020-05-04,19,3015268,1768,119,33,0,58.63,1.09
Centro-Oeste,DF,53,2020-05-05,19,3015268,1818,50,33,0,60.29,1.09
Centro-Oeste,DF,53,2020-05-06,19,3015268,1906,88,34,1,63.21,1.13
Centro-Oeste,DF,53,2020-05-07,19,3015268,2258,352,35,1,74.89,1.16
Centro-Oeste,DF,53,2020-05-08,19,3015268,2442,184,37,2,80.99,1.23
Centro-Oeste,DF,53,2020-05-09,19,3015268,2576,134,39,2,85.43,1.29
Centro-Oeste,DF,53,2020-05-10,20,3015268,2682,106,42,3,88.95,1.39
Centro-Oeste,DF,53,2020-05-11,20,3015268,2783,101,44,2,92.3,1.46
Centro-Oeste,DF,53,2020-05-12,20,3015268,2979,196,46,2,98.8,1.53
Centro-Oeste,DF,53,2020-05-13,20,3015268,3192,213,48,2,105.86,1.59
Centro-Oeste,DF,53,2020-05-14,20,3015268,3416,224,51,3,113.29,1.69
Centro-Oeste,DF,53,2020-05-15,20,3015268,3787,371,55,4,125.59,1.82
Centro-Oeste,DF,53,2020-05-16,20,3015268,4140,353,56,1,137.3,1.86
Centro-Oeste,DF,53,2020-05-17,21,3015268,4368,228,59,3,144.86,1.96
Centro-Oeste,DF,53,2020-05-18,21,3015268,4619,251,66,7,153.19,2.19
Centro-Oeste,DF,53,2020-05-19,21,3015268,4853,234,72,6,160.95,2.39
Centro-Oeste,DF,53,2020-05-20,21,3015268,5161,308,77,5,171.16,2.55
Centro-Oeste,DF,53,2020-05-21,21,3015268,5542,381,84,7,183.8,2.79
Centro-Oeste,DF,53,2020-05-22,21,3015268,5948,406,90,6,197.26,2.98
Centro-Oeste,DF,53,2020-05-23,21,3015268,6251,303,95,5,207.31,3.15
Centro-Oeste,DF,53,2020-05-24,22,3015268,6638,387,104,9,220.15,3.45
Centro-Oeste,DF,53,2020-05-25,22,3015268,6930,292,114,10,229.83,3.78
Centro-Oeste,DF,53,2020-05-26,22,3015268,7210,280,124,10,239.12,4.11
Centro-Oeste,DF,53,2020-05-27,22,3015268,7761,551,133,9,257.39,4.41
Centro-Oeste,DF,53,2020-05-28,22,3015268,8300,539,142,9,275.27,4.71
Centro-Oeste,DF,53,2020-05-29,22,3015268,8722,422,154,12,289.26,5.11
Centro-Oeste,DF,53,2020-05-30,22,3015268,9474,752,162,8,314.2,5.37
Centro-Oeste,DF,53,2020-05-31,23,3015268,9780,306,170,8,324.35,5.64
Centro-Oeste,DF,53,2020-06-01,23,3015268,10510,730,171,1,348.56,5.67
Centro-Oeste,DF,53,2020-06-02,23,3015268,11256,746,177,6,373.3,5.87
Centro-Oeste,DF,53,2020-06-03,23,3015268,12020,764,191,14,398.64,6.33
Centro-Oeste,DF,53,2020-06-04,23,3015268,12923,903,196,5,428.59,6.5
Centro-Oeste,DF,53,2020-06-05,23,3015268,14208,1285,202,6,471.2,6.7
Centro-Oeste,DF,53,2020-06-06,23,3015268,15850,1642,208,6,525.66,6.9
Centro-Oeste,DF,53,2020-06-07,24,3015268,16623,773,214,6,551.29,7.1
Centro-Oeste,DF,53,2020-06-08,24,3015268,16629,6,214,0,551.49,7.1
Centro-Oeste,DF,53,2020-06-09,24,3015268,18090,1461,236,22,599.95,7.83
Centro-Oeste,DF,53,2020-06-10,24,3015268,19433,1343,256,20,644.49,8.49
Centro-Oeste,DF,53,2020-06-11,24,3015268,20507,1074,274,18,680.11,9.09
Centro-Oeste,DF,53,2020-06-12,24,3015268,21396,889,282,8,709.59,9.35
Centro-Oeste,DF,53,2020-06-13,24,3015268,21959,563,293,11,728.26,9.72
Centro-Oeste,DF,53,2020-06-14,25,3015268,22871,912,304,11,758.51,10.08
Centro-Oeste,DF,53,2020-06-15,25,3015268,23684,813,319,15,785.47,10.58
Centro-Oeste,DF,53,2020-06-16,25,3015268,25380,1696,348,29,841.72,11.54
Centro-Oeste,DF,53,2020-06-17,25,3015268,27140,1760,365,17,900.09,12.11
Centro-Oeste,DF,53,2020-06-18,25,3015268,28521,1381,379,14,945.89,12.57
Centro-Oeste,DF,53,2020-06-19,25,3015268,30902,2381,396,17,1024.85,13.13
Centro-Oeste,DF,53,2020-06-20,25,3015268,32238,1336,404,8,1069.16,13.4
Centro-Oeste,DF,53,2020-06-21,26,3015268,33227,989,423,19,1101.96,14.03
Centro-Oeste,DF,53,2020-06-22,26,3015268,34148,921,449,26,1132.5,14.89
Centro-Oeste,DF,53,2020-06-23,26,3015268,35368,1220,475,26,1172.96,15.75
Centro-Oeste,DF,53,2020-06-24,26,3015268,37254,1886,495,20,1235.51,16.42
Centro-Oeste,DF,53,2020-06-25,26,3015268,38871,1617,509,14,1289.14,16.88
Centro-Oeste,DF,53,2020-06-26,26,3015268,41326,2455,532,23,1370.56,17.64
Centro-Oeste,DF,53,2020-06-27,26,3015268,42766,1440,537,5,1418.32,17.81
Centro-Oeste,DF,53,2020-06-28,27,3015268,44905,2139,548,11,1489.25,18.17
Centro-Oeste,DF,53,2020-06-29,27,3015268,47071,2166,559,11,1561.09,18.54
Centro-Oeste,DF,53,2020-06-30,27,3015268,49218,2147,587,28,1632.29,19.47
Sudeste,ES,32,2020-02-25,9,4018650,0,0,0,0,0,0
Sudeste,ES,32,2020-02-26,9,4018650,0,0,0,0,0,0
Sudeste,ES,32,2020-02-27,9,4018650,0,0,0,0,0,0
Sudeste,ES,32,2020-02-28,9,4018650,0,0,0,0,0,0
Sudeste,ES,32,2020-02-29,9,4018650,0,0,0,0,0,0
Sudeste,ES,32,2020-03-01,10,4018650,0,0,0,0,0,0
Sudeste,ES,32,2020-03-02,10,4018650,0,0,0,0,0,0
Sudeste,ES,32,2020-03-03,10,4018650,0,0,0,0,0,0
Sudeste,ES,32,2020-03-04,10,4018650,0,0,0,0,0,0
Sudeste,ES,32,2020-03-05,10,4018650,0,0,0,0,0,0
Sudeste,ES,32,2020-03-06,10,4018650,1,1,0,0,0.02,0
Sudeste,ES,32,2020-03-07,10,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-08,11,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-09,11,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-10,11,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-11,11,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-12,11,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-13,11,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-14,11,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-15,12,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-16,12,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-17,12,4018650,1,0,0,0,0.02,0
Sudeste,ES,32,2020-03-18,12,4018650,9,8,0,0,0.22,0
Sudeste,ES,32,2020-03-19,12,4018650,11,2,0,0,0.27,0
Sudeste,ES,32,2020-03-20,12,4018650,13,2,0,0,0.32,0
Sudeste,ES,32,2020-03-21,12,4018650,26,13,0,0,0.65,0
Sudeste,ES,32,2020-03-22,13,4018650,26,0,0,0,0.65,0
Sudeste,ES,32,2020-03-23,13,4018650,29,3,0,0,0.72,0
Sudeste,ES,32,2020-03-24,13,4018650,33,4,0,0,0.82,0
Sudeste,ES,32,2020-03-25,13,4018650,39,6,0,0,0.97,0
Sudeste,ES,32,2020-03-26,13,4018650,39,0,0,0,0.97,0
Sudeste,ES,32,2020-03-27,13,4018650,47,8,0,0,1.17,0
Sudeste,ES,32,2020-03-27,13,,0,0,0,0,,
Sudeste,ES,32,2020-03-28,13,4018650,53,6,0,0,1.32,0
Sudeste,ES,32,2020-03-28,13,,0,0,0,0,,
Sudeste,ES,32,2020-03-29,14,4018650,60,7,0,0,1.49,0
Sudeste,ES,32,2020-03-29,14,,0,0,0,0,,
Sudeste,ES,32,2020-03-30,14,4018650,72,12,0,0,1.79,0
Sudeste,ES,32,2020-03-30,14,,1,1,0,0,,
Sudeste,ES,32,2020-03-31,14,4018650,84,12,0,0,2.09,0
Sudeste,ES,32,2020-03-31,14,,0,-1,0,0,,
Sudeste,ES,32,2020-04-01,14,4018650,96,12,0,0,2.39,0
Sudeste,ES,32,2020-04-01,14,,0,0,0,0,,
Sudeste,ES,32,2020-04-02,14,4018650,120,24,1,1,2.99,0.02
Sudeste,ES,32,2020-04-02,14,,0,0,0,0,,
Sudeste,ES,32,2020-04-03,14,4018650,139,19,4,3,3.46,0.1
Sudeste,ES,32,2020-04-03,14,,0,0,0,0,,
Sudeste,ES,32,2020-04-04,14,4018650,153,14,5,1,3.81,0.12
Sudeste,ES,32,2020-04-04,14,,0,0,0,0,,
Sudeste,ES,32,2020-04-05,15,4018650,166,13,6,1,4.13,0.15
Sudeste,ES,32,2020-04-05,15,,0,0,0,0,,
Sudeste,ES,32,2020-04-06,15,4018650,194,28,6,0,4.83,0.15
Sudeste,ES,32,2020-04-06,15,,0,0,0,0,,
Sudeste,ES,32,2020-04-07,15,4018650,209,15,6,0,5.2,0.15
Sudeste,ES,32,2020-04-07,15,,0,0,0,0,,
Sudeste,ES,32,2020-04-08,15,4018650,227,18,6,0,5.65,0.15
Sudeste,ES,32,2020-04-08,15,,0,0,0,0,,
Sudeste,ES,32,2020-04-09,15,4018650,273,46,6,0,6.79,0.15
Sudeste,ES,32,2020-04-09,15,,0,0,0,0,,
Sudeste,ES,32,2020-04-10,15,4018650,300,27,7,1,7.47,0.17
Sudeste,ES,32,2020-04-10,15,,0,0,0,0,,
Sudeste,ES,32,2020-04-11,15,4018650,349,49,9,2,8.68,0.22
Sudeste,ES,32,2020-04-11,15,,0,0,0,0,,
Sudeste,ES,32,2020-04-12,16,4018650,383,34,9,0,9.53,0.22
Sudeste,ES,32,2020-04-12,16,,0,0,0,0,,
Sudeste,ES,32,2020-04-13,16,4018650,430,47,14,5,10.7,0.35
Sudeste,ES,32,2020-04-13,16,,0,0,0,0,,
Sudeste,ES,32,2020-04-14,16,4018650,463,33,17,3,11.52,0.42
Sudeste,ES,32,2020-04-14,16,,0,0,0,0,,
Sudeste,ES,32,2020-04-15,16,4018650,557,94,18,1,13.86,0.45
Sudeste,ES,32,2020-04-15,16,,0,0,0,0,,
Sudeste,ES,32,2020-04-16,16,4018650,754,197,22,4,18.76,0.55
Sudeste,ES,32,2020-04-16,16,,0,0,0,0,,
Sudeste,ES,32,2020-04-17,16,4018650,856,102,25,3,21.3,0.62
Sudeste,ES,32,2020-04-17,16,,0,0,0,0,,
Sudeste,ES,32,2020-04-18,16,4018650,952,96,28,3,23.69,0.7
Sudeste,ES,32,2020-04-18,16,,0,0,0,0,,
Sudeste,ES,32,2020-04-19,17,4018650,1099,147,30,2,27.35,0.75
Sudeste,ES,32,2020-04-19,17,,0,0,0,0,,
Sudeste,ES,32,2020-04-20,17,4018650,1168,69,33,3,29.06,0.82
Sudeste,ES,32,2020-04-20,17,,0,0,0,0,,
Sudeste,ES,32,2020-04-21,17,4018650,1212,44,34,1,30.16,0.85
Sudeste,ES,32,2020-04-21,17,,1,1,1,1,,
Sudeste,ES,32,2020-04-22,17,4018650,1313,101,34,0,32.67,0.85
Sudeste,ES,32,2020-04-22,17,,65,64,1,0,,
Sudeste,ES,32,2020-04-23,17,4018650,1363,50,42,8,33.92,1.05
Sudeste,ES,32,2020-04-23,17,,0,-65,0,-1,,
Sudeste,ES,32,2020-04-24,17,4018650,1381,18,42,0,34.36,1.05
Sudeste,ES,32,2020-04-24,17,,0,0,0,0,,
Sudeste,ES,32,2020-04-25,17,4018650,1595,214,47,5,39.69,1.17
Sudeste,ES,32,2020-04-25,17,,0,0,0,0,,
Sudeste,ES,32,2020-04-26,18,4018650,1703,108,51,4,42.38,1.27
Sudeste,ES,32,2020-04-26,18,,0,0,0,0,,
Sudeste,ES,32,2020-04-27,18,4018650,1796,93,57,6,44.69,1.42
Sudeste,ES,32,2020-04-27,18,,0,0,0,0,,
Sudeste,ES,32,2020-04-28,18,4018650,1874,78,64,7,46.63,1.59
Sudeste,ES,32,2020-04-28,18,,0,0,0,0,,
Sudeste,ES,32,2020-04-29,18,4018650,2107,233,76,12,52.43,1.89
Sudeste,ES,32,2020-04-29,18,,0,0,0,0,,
Sudeste,ES,32,2020-04-30,18,4018650,2465,358,83,7,61.34,2.07
Sudeste,ES,32,2020-04-30,18,,0,0,0,0,,
Sudeste,ES,32,2020-05-01,18,4018650,2662,197,96,13,66.24,2.39
Sudeste,ES,32,2020-05-01,18,,0,0,0,0,,
Sudeste,ES,32,2020-05-02,18,4018650,2948,286,102,6,73.36,2.54
Sudeste,ES,32,2020-05-02,18,,0,0,0,0,,
Sudeste,ES,32,2020-05-03,19,4018650,3086,138,114,12,76.79,2.84
Sudeste,ES,32,2020-05-03,19,,0,0,0,0,,
Sudeste,ES,32,2020-05-04,19,4018650,3226,140,122,8,80.28,3.04
Sudeste,ES,32,2020-05-04,19,,0,0,0,0,,
Sudeste,ES,32,2020-05-05,19,4018650,3402,176,133,11,84.66,3.31
Sudeste,ES,32,2020-05-05,19,,0,0,0,0,,
Sudeste,ES,32,2020-05-06,19,4018650,3568,166,145,12,88.79,3.61
Sudeste,ES,32,2020-05-06,19,,0,0,0,0,,
Sudeste,ES,32,2020-05-07,19,4018650,3838,270,155,10,95.5,3.86
Sudeste,ES,32,2020-05-07,19,,0,0,0,0,,
Sudeste,ES,32,2020-05-08,19,4018650,4242,404,165,10,105.56,4.11
Sudeste,ES,32,2020-05-08,19,,164,164,1,1,,
Sudeste,ES,32,2020-05-09,19,4018650,4412,170,172,7,109.79,4.28
Sudeste,ES,32,2020-05-09,19,,169,5,1,0,,
Sudeste,ES,32,2020-05-10,20,4018650,4599,187,181,9,114.44,4.5
Sudeste,ES,32,2020-05-10,20,,172,3,1,0,,
Sudeste,ES,32,2020-05-11,20,4018650,4819,220,196,15,119.92,4.88
Sudeste,ES,32,2020-05-11,20,,176,4,1,0,,
Sudeste,ES,32,2020-05-12,20,4018650,5087,268,212,16,126.58,5.28
Sudeste,ES,32,2020-05-12,20,,181,5,1,0,,
Sudeste,ES,32,2020-05-13,20,4018650,5401,314,233,21,134.4,5.8
Sudeste,ES,32,2020-05-13,20,,184,3,1,0,,
Sudeste,ES,32,2020-05-14,20,4018650,5813,412,249,16,144.65,6.2
Sudeste,ES,32,2020-05-14,20,,192,8,1,0,,
Sudeste,ES,32,2020-05-15,20,4018650,6198,385,260,11,154.23,6.47
Sudeste,ES,32,2020-05-15,20,,202,10,1,0,,
Sudeste,ES,32,2020-05-16,20,4018650,6595,397,271,11,164.11,6.74
