uf,city_name,city_code,date,stringency_index
DF,State government,STATE_GOV,2020-02-01,0
PI,State government,STATE_GOV,2020-02-01,0
TO,State government,STATE_GOV,2020-02-01,0
SE,State government,STATE_GOV,2020-02-01,0
RR,State government,STATE_GOV,2020-02-01,0
RO,State government,STATE_GOV,2020-02-01,0
AP,State government,STATE_GOV,2020-02-01,0
RN,State government,STATE_GOV,2020-02-01,11.11
MT,State government,STATE_GOV,2020-02-01,0
CE,State government,STATE_GOV,2020-02-02,0
CE,Fortaleza,2304400,2020-02-02,0
GO,State government,STATE_GOV,2020-02-02,0
GO,Goiania,5208707,2020-02-02,0
AM,State government,STATE_GOV,2020-02-02,0
AM,Manaus,1302603,2020-02-02,5.56
BA,State government,STATE_GOV,2020-02-02,11.11
BA,Salvador,2927408,2020-02-02,5.56
SP,State government,STATE_GOV,2020-02-02,0
SP,Sao Paulo,3550308,2020-02-02,0
RS,Porto Alegre,4314902,2020-02-02,0
RS,State government,STATE_GOV,2020-02-02,11.11
RJ,State government,STATE_GOV,2020-02-02,0
RJ,Rio de Janeiro,3304557,2020-02-02,0
PE,State government,STATE_GOV,2020-02-02,0
PE,Recife,2611606,2020-02-02,0
AL,State government,STATE_GOV,2020-02-02,0
PR,State government,STATE_GOV,2020-02-02,11.11
MA,State government,STATE_GOV,2020-02-02,5.56
MS,State government,STATE_GOV,2020-02-02,0
ES,State government,STATE_GOV,2020-02-02,0
MG,State government,STATE_GOV,2020-02-02,11.11
SC,State government,STATE_GOV,2020-02-02,0
AC,State government,STATE_GOV,2020-02-02,0
PA,State government,STATE_GOV,2020-02-02,0
PB,State government,STATE_GOV,2020-02-02,0
DF,State government,STATE_GOV,2020-02-02,0
PI,State government,STATE_GOV,2020-02-02,0
TO,State government,STATE_GOV,2020-02-02,0
SE,State government,STATE_GOV,2020-02-02,0
RR,State government,STATE_GOV,2020-02-02,0
RO,State government,STATE_GOV,2020-02-02,0
AP,State government,STATE_GOV,2020-02-02,0
RN,State government,STATE_GOV,2020-02-02,11.11
MT,State government,STATE_GOV,2020-02-02,0
CE,State government,STATE_GOV,2020-02-03,0
CE,Fortaleza,2304400,2020-02-03,0
GO,State government,STATE_GOV,2020-02-03,0
GO,Goiania,5208707,2020-02-03,0
AM,State government,STATE_GOV,2020-02-03,0
AM,Manaus,1302603,2020-02-03,5.56
BA,State government,STATE_GOV,2020-02-03,11.11
BA,Salvador,2927408,2020-02-03,5.56
SP,State government,STATE_GOV,2020-02-03,0
SP,Sao Paulo,3550308,2020-02-03,0
RS,Porto Alegre,4314902,2020-02-03,0
RS,State government,STATE_GOV,2020-02-03,11.11
RJ,State government,STATE_GOV,2020-02-03,0
RJ,Rio de Janeiro,3304557,2020-02-03,0
PE,State government,STATE_GOV,2020-02-03,0
PE,Recife,2611606,2020-02-03,0
AL,State government,STATE_GOV,2020-02-03,0
PR,State government,STATE_GOV,2020-02-03,11.11
MA,State government,STATE_GOV,2020-02-03,5.56
MS,State government,STATE_GOV,2020-02-03,0
ES,State government,STATE_GOV,2020-02-03,0
MG,State government,STATE_GOV,2020-02-03,11.11
SC,State government,STATE_GOV,2020-02-03,0
AC,State government,STATE_GOV,2020-02-03,0
PA,State government,STATE_GOV,2020-02-03,0
PB,State government,STATE_GOV,2020-02-03,0
DF,State government,STATE_GOV,2020-02-03,0
PI,State government,STATE_GOV,2020-02-03,0
TO,State government,STATE_GOV,2020-02-03,0
SE,State government,STATE_GOV,2020-02-03,0
RR,State government,STATE_GOV,2020-02-03,0
RO,State government,STATE_GOV,2020-02-03,0
AP,State government,STATE_GOV,2020-02-03,0
RN,State government,STATE_GOV,2020-02-03,11.11
MT,State government,STATE_GOV,2020-02-03,0
CE,State government,STATE_GOV,2020-02-04,0
CE,Fortaleza,2304400,2020-02-04,0
GO,State government,STATE_GOV,2020-02-04,0
GO,Goiania,5208707,2020-02-04,0
AM,State government,STATE_GOV,2020-02-04,0
AM,Manaus,1302603,2020-02-04,5.56
BA,State government,STATE_GOV,2020-02-04,11.11
BA,Salvador,2927408,2020-02-04,5.56
SP,State government,STATE_GOV,2020-02-04,0
SP,Sao Paulo,3550308,2020-02-04,0
RS,Porto Alegre,4314902,2020-02-04,0
RS,State government,STATE_GOV,2020-02-04,11.11
RJ,State government,STATE_GOV,2020-02-04,0
RJ,Rio de Janeiro,3304557,2020-02-04,0
PE,State government,STATE_GOV,2020-02-04,0
PE,Recife,2611606,2020-02-04,0
AL,State government,STATE_GOV,2020-02-04,0
PR,State government,STATE_GOV,2020-02-04,11.11
MA,State government,STATE_GOV,2020-02-04,5.56
MS,State government,STATE_GOV,2020-02-04,0
ES,State government,STATE_GOV,2020-02-04,0
MG,State government,STATE_GOV,2020-02-04,11.11
SC,State government,STATE_GOV,2020-02-04,0
AC,State government,STATE_GOV,2020-02-04,0
PA,State government,STATE_GOV,2020-02-04,0
PB,State government,STATE_GOV,2020-02-04,0
DF,State government,STATE_GOV,2020-02-04,0
PI,State government,STATE_GOV,2020-02-04,0
TO,State government,STATE_GOV,2020-02-04,0
SE,State government,STATE_GOV,2020-02-04,0
RR,State government,STATE_GOV,2020-02-04,0
RO,State government,STATE_GOV,2020-02-04,0
AP,State government,STATE_GOV,2020-02-04,0
RN,State government,STATE_GOV,2020-02-04,11.11
MT,State government,STATE_GOV,2020-02-04,0
CE,State government,STATE_GOV,2020-02-05,0
CE,Fortaleza,2304400,2020-02-05,0
GO,State government,STATE_GOV,2020-02-05,0
GO,Goiania,5208707,2020-02-05,0
AM,State government,STATE_GOV,2020-02-05,0
AM,Manaus,1302603,2020-02-05,5.56
BA,State government,STATE_GOV,2020-02-05,11.11
BA,Salvador,2927408,2020-02-05,5.56
SP,State government,STATE_GOV,2020-02-05,0
SP,Sao Paulo,3550308,2020-02-05,0
RS,Porto Alegre,4314902,2020-02-05,0
RS,State government,STATE_GOV,2020-02-05,11.11
RJ,State government,STATE_GOV,2020-02-05,0
RJ,Rio de Janeiro,3304557,2020-02-05,0
PE,State government,STATE_GOV,2020-02-05,0
PE,Recife,2611606,2020-02-05,0
AL,State government,STATE_GOV,2020-02-05,0
PR,State government,STATE_GOV,2020-02-05,11.11
MA,State government,STATE_GOV,2020-02-05,5.56
MS,State government,STATE_GOV,2020-02-05,0
ES,State government,STATE_GOV,2020-02-05,0
MG,State government,STATE_GOV,2020-02-05,11.11
SC,State government,STATE_GOV,2020-02-05,0
AC,State government,STATE_GOV,2020-02-05,0
PA,State government,STATE_GOV,2020-02-05,0
PB,State government,STATE_GOV,2020-02-05,0
DF,State government,STATE_GOV,2020-02-05,0
PI,State government,STATE_GOV,2020-02-05,0
TO,State government,STATE_GOV,2020-02-05,0
SE,State government,STATE_GOV,2020-02-05,0
RR,State government,STATE_GOV,2020-02-05,0
RO,State government,STATE_GOV,2020-02-05,0
AP,State government,STATE_GOV,2020-02-05,0
RN,State government,STATE_GOV,2020-02-05,11.11
MT,State government,STATE_GOV,2020-02-05,0
CE,State government,STATE_GOV,2020-02-06,0
CE,Fortaleza,2304400,2020-02-06,0
GO,State government,STATE_GOV,2020-02-06,0
GO,Goiania,5208707,2020-02-06,0
AM,State government,STATE_GOV,2020-02-06,0
AM,Manaus,1302603,2020-02-06,5.56
BA,State government,STATE_GOV,2020-02-06,11.11
BA,Salvador,2927408,2020-02-06,5.56
SP,State government,STATE_GOV,2020-02-06,0
SP,Sao Paulo,3550308,2020-02-06,0
RS,Porto Alegre,4314902,2020-02-06,0
RS,State government,STATE_GOV,2020-02-06,11.11
RJ,State government,STATE_GOV,2020-02-06,0
RJ,Rio de Janeiro,3304557,2020-02-06,0
PE,State government,STATE_GOV,2020-02-06,0
PE,Recife,2611606,2020-02-06,0
AL,State government,STATE_GOV,2020-02-06,0
PR,State government,STATE_GOV,2020-02-06,11.11
MA,State government,STATE_GOV,2020-02-06,5.56
MS,State government,STATE_GOV,2020-02-06,0
ES,State government,STATE_GOV,2020-02-06,0
MG,State government,STATE_GOV,2020-02-06,11.11
SC,State government,STATE_GOV,2020-02-06,0
AC,State government,STATE_GOV,2020-02-06,0
PA,State government,STATE_GOV,2020-02-06,0
PB,State government,STATE_GOV,2020-02-06,0
DF,State government,STATE_GOV,2020-02-06,11.11
PI,State government,STATE_GOV,2020-02-06,0
TO,State government,STATE_GOV,2020-02-06,0
SE,State government,STATE_GOV,2020-02-06,0
RR,State government,STATE_GOV,2020-02-06,0
RO,State government,STATE_GOV,2020-02-06,0
AP,State government,STATE_GOV,2020-02-06,0
RN,State government,STATE_GOV,2020-02-06,11.11
MT,State government,STATE_GOV,2020-02-06,0
CE,State government,STATE_GOV,2020-02-07,0
CE,Fortaleza,2304400,2020-02-07,0
GO,State government,STATE_GOV,2020-02-07,0
GO,Goiania,5208707,2020-02-07,0
AM,State government,STATE_GOV,2020-02-07,0
AM,Manaus,1302603,2020-02-07,5.56
BA,State government,STATE_GOV,2020-02-07,11.11
BA,Salvador,2927408,2020-02-07,5.56
SP,State government,STATE_GOV,2020-02-07,0
SP,Sao Paulo,3550308,2020-02-07,0
RS,Porto Alegre,4314902,2020-02-07,5.56
RS,State government,STATE_GOV,2020-02-07,11.11
RJ,State government,STATE_GOV,2020-02-07,0
RJ,Rio de Janeiro,3304557,2020-02-07,0
PE,State government,STATE_GOV,2020-02-07,0
PE,Recife,2611606,2020-02-07,0
AL,State government,STATE_GOV,2020-02-07,0
PR,State government,STATE_GOV,2020-02-07,11.11
MA,State government,STATE_GOV,2020-02-07,5.56
MS,State government,STATE_GOV,2020-02-07,0
ES,State government,STATE_GOV,2020-02-07,0
MG,State government,STATE_GOV,2020-02-07,11.11
SC,State government,STATE_GOV,2020-02-07,0
AC,State government,STATE_GOV,2020-02-07,0
PA,State government,STATE_GOV,2020-02-07,0
PB,State government,STATE_GOV,2020-02-07,0
DF,State government,STATE_GOV,2020-02-07,11.11
PI,State government,STATE_GOV,2020-02-07,0
TO,State government,STATE_GOV,2020-02-07,0
SE,State government,STATE_GOV,2020-02-07,0
RR,State government,STATE_GOV,2020-02-07,0
RO,State government,STATE_GOV,2020-02-07,0
AP,State government,STATE_GOV,2020-02-07,0
RN,State government,STATE_GOV,2020-02-07,11.11
MT,State government,STATE_GOV,2020-02-07,0
CE,State government,STATE_GOV,2020-02-08,0
CE,Fortaleza,2304400,2020-02-08,0
GO,State government,STATE_GOV,2020-02-08,0
GO,Goiania,5208707,2020-02-08,0
AM,State government,STATE_GOV,2020-02-08,0
AM,Manaus,1302603,2020-02-08,5.56
BA,State government,STATE_GOV,2020-02-08,11.11
BA,Salvador,2927408,2020-02-08,5.56
SP,State government,STATE_GOV,2020-02-08,0
SP,Sao Paulo,3550308,2020-02-08,0
RS,Porto Alegre,4314902,2020-02-08,5.56
RS,State government,STATE_GOV,2020-02-08,11.11
RJ,State government,STATE_GOV,2020-02-08,0
RJ,Rio de Janeiro,3304557,2020-02-08,0
PE,State government,STATE_GOV,2020-02-08,0
PE,Recife,2611606,2020-02-08,0
AL,State government,STATE_GOV,2020-02-08,0
PR,State government,STATE_GOV,2020-02-08,11.11
MA,State government,STATE_GOV,2020-02-08,5.56
MS,State government,STATE_GOV,2020-02-08,0
ES,State government,STATE_GOV,2020-02-08,0
MG,State government,STATE_GOV,2020-02-08,11.11
SC,State government,STATE_GOV,2020-02-08,0
AC,State government,STATE_GOV,2020-02-08,0
PA,State government,STATE_GOV,2020-02-08,0
PB,State government,STATE_GOV,2020-02-08,0
DF,State government,STATE_GOV,2020-02-08,11.11
PI,State government,STATE_GOV,2020-02-08,0
TO,State government,STATE_GOV,2020-02-08,0
SE,State government,STATE_GOV,2020-02-08,0
RR,State government,STATE_GOV,2020-02-08,0
RO,State government,STATE_GOV,2020-02-08,0
AP,State government,STATE_GOV,2020-02-08,0
RN,State government,STATE_GOV,2020-02-08,11.11
MT,State government,STATE_GOV,2020-02-08,0
CE,State government,STATE_GOV,2020-02-09,0
CE,Fortaleza,2304400,2020-02-09,0
GO,State government,STATE_GOV,2020-02-09,0
GO,Goiania,5208707,2020-02-09,0
AM,State government,STATE_GOV,2020-02-09,0
AM,Manaus,1302603,2020-02-09,5.56
BA,State government,STATE_GOV,2020-02-09,11.11
BA,Salvador,2927408,2020-02-09,5.56
SP,State government,STATE_GOV,2020-02-09,0
SP,Sao Paulo,3550308,2020-02-09,0
RS,Porto Alegre,4314902,2020-02-09,5.56
RS,State government,STATE_GOV,2020-02-09,11.11
RJ,State government,STATE_GOV,2020-02-09,0
RJ,Rio de Janeiro,3304557,2020-02-09,0
PE,State government,STATE_GOV,2020-02-09,0
PE,Recife,2611606,2020-02-09,0
AL,State government,STATE_GOV,2020-02-09,0
PR,State government,STATE_GOV,2020-02-09,11.11
MA,State government,STATE_GOV,2020-02-09,5.56
MS,State government,STATE_GOV,2020-02-09,0
ES,State government,STATE_GOV,2020-02-09,0
MG,State government,STATE_GOV,2020-02-09,11.11
SC,State government,STATE_GOV,2020-02-09,0
AC,State government,STATE_GOV,2020-02-09,0
PA,State government,STATE_GOV,2020-02-09,0
PB,State government,STATE_GOV,2020-02-09,0
DF,State government,STATE_GOV,2020-02-09,11.11
PI,State government,STATE_GOV,2020-02-09,0
TO,State government,STATE_GOV,2020-02-09,0
SE,State government,STATE_GOV,2020-02-09,0
RR,State government,STATE_GOV,2020-02-09,0
RO,State government,STATE_GOV,2020-02-09,0
AP,State government,STATE_GOV,2020-02-09,0
RN,State government,STATE_GOV,2020-02-09,11.11
MT,State government,STATE_GOV,2020-02-09,0
CE,State government,STATE_GOV,2020-02-10,0
CE,Fortaleza,2304400,2020-02-10,0
GO,State government,STATE_GOV,2020-02-10,0
GO,Goiania,5208707,2020-02-10,0
AM,State government,STATE_GOV,2020-02-10,0
AM,Manaus,1302603,2020-02-10,5.56
BA,State government,STATE_GOV,2020-02-10,11.11
BA,Salvador,2927408,2020-02-10,5.56
SP,State government,STATE_GOV,2020-02-10,0
SP,Sao Paulo,3550308,2020-02-10,0
RS,Porto Alegre,4314902,2020-02-10,5.56
RS,State government,STATE_GOV,2020-02-10,11.11
RJ,State government,STATE_GOV,2020-02-10,0
RJ,Rio de Janeiro,3304557,2020-02-10,0
PE,State government,STATE_GOV,2020-02-10,0
PE,Recife,2611606,2020-02-10,0
AL,State government,STATE_GOV,2020-02-10,0
PR,State government,STATE_GOV,2020-02-10,11.11
MA,State government,STATE_GOV,2020-02-10,5.56
MS,State government,STATE_GOV,2020-02-10,0
ES,State government,STATE_GOV,2020-02-10,0
MG,State government,STATE_GOV,2020-02-10,11.11
SC,State government,STATE_GOV,2020-02-10,0
AC,State government,STATE_GOV,2020-02-10,0
PA,State government,STATE_GOV,2020-02-10,0
PB,State government,STATE_GOV,2020-02-10,0
DF,State government,STATE_GOV,2020-02-10,11.11
PI,State government,STATE_GOV,2020-02-10,11.11
TO,State government,STATE_GOV,2020-02-10,0
SE,State government,STATE_GOV,2020-02-10,0
RR,State government,STATE_GOV,2020-02-10,5.56
RO,State government,STATE_GOV,2020-02-10,0
AP,State government,STATE_GOV,2020-02-10,0
RN,State government,STATE_GOV,2020-02-10,11.11
MT,State government,STATE_GOV,2020-02-10,0
CE,State government,STATE_GOV,2020-02-11,0
CE,Fortaleza,2304400,2020-02-11,0
GO,State government,STATE_GOV,2020-02-11,0
GO,Goiania,5208707,2020-02-11,0
AM,State government,STATE_GOV,2020-02-11,0
AM,Manaus,1302603,2020-02-11,5.56
BA,State government,STATE_GOV,2020-02-11,11.11
BA,Salvador,2927408,2020-02-11,5.56
SP,State government,STATE_GOV,2020-02-11,0
SP,Sao Paulo,3550308,2020-02-11,0
RS,Porto Alegre,4314902,2020-02-11,5.56
RS,State government,STATE_GOV,2020-02-11,11.11
RJ,State government,STATE_GOV,2020-02-11,0
RJ,Rio de Janeiro,3304557,2020-02-11,0
PE,State government,STATE_GOV,2020-02-11,0
PE,Recife,2611606,2020-02-11,0
AL,State government,STATE_GOV,2020-02-11,0
PR,State government,STATE_GOV,2020-02-11,11.11
MA,State government,STATE_GOV,2020-02-11,5.56
MS,State government,STATE_GOV,2020-02-11,0
ES,State government,STATE_GOV,2020-02-11,0
MG,State government,STATE_GOV,2020-02-11,11.11
SC,State government,STATE_GOV,2020-02-11,0
AC,State government,STATE_GOV,2020-02-11,5.56
PA,State government,STATE_GOV,2020-02-11,0
PB,State government,STATE_GOV,2020-02-11,0
DF,State government,STATE_GOV,2020-02-11,11.11
PI,State government,STATE_GOV,2020-02-11,11.11
TO,State government,STATE_GOV,2020-02-11,0
SE,State government,STATE_GOV,2020-02-11,0
RR,State government,STATE_GOV,2020-02-11,5.56
RO,State government,STATE_GOV,2020-02-11,0
AP,State government,STATE_GOV,2020-02-11,0
RN,State government,STATE_GOV,2020-02-11,11.11
MT,State government,STATE_GOV,2020-02-11,0
CE,State government,STATE_GOV,2020-02-12,5.56
CE,Fortaleza,2304400,2020-02-12,0
GO,State government,STATE_GOV,2020-02-12,0
GO,Goiania,5208707,2020-02-12,0
AM,State government,STATE_GOV,2020-02-12,0
AM,Manaus,1302603,2020-02-12,5.56
BA,State government,STATE_GOV,2020-02-12,11.11
BA,Salvador,2927408,2020-02-12,5.56
SP,State government,STATE_GOV,2020-02-12,0
SP,Sao Paulo,3550308,2020-02-12,0
RS,Porto Alegre,4314902,2020-02-12,5.56
RS,State government,STATE_GOV,2020-02-12,11.11
RJ,State government,STATE_GOV,2020-02-12,0
RJ,Rio de Janeiro,3304557,2020-02-12,0
PE,State government,STATE_GOV,2020-02-12,0
PE,Recife,2611606,2020-02-12,0
AL,State government,STATE_GOV,2020-02-12,0
PR,State government,STATE_GOV,2020-02-12,11.11
MA,State government,STATE_GOV,2020-02-12,5.56
MS,State government,STATE_GOV,2020-02-12,0
ES,State government,STATE_GOV,2020-02-12,0
MG,State government,STATE_GOV,2020-02-12,11.11
SC,State government,STATE_GOV,2020-02-12,0
AC,State government,STATE_GOV,2020-02-12,5.56
PA,State government,STATE_GOV,2020-02-12,0
PB,State government,STATE_GOV,2020-02-12,0
DF,State government,STATE_GOV,2020-02-12,11.11
PI,State government,STATE_GOV,2020-02-12,11.11
TO,State government,STATE_GOV,2020-02-12,0
SE,State government,STATE_GOV,2020-02-12,0
RR,State government,STATE_GOV,2020-02-12,5.56
RO,State government,STATE_GOV,2020-02-12,0
AP,State government,STATE_GOV,2020-02-12,0
RN,State government,STATE_GOV,2020-02-12,11.11
MT,State government,STATE_GOV,2020-02-12,0
CE,State government,STATE_GOV,2020-02-13,5.56
CE,Fortaleza,2304400,2020-02-13,0
GO,State government,STATE_GOV,2020-02-13,0
GO,Goiania,5208707,2020-02-13,0
AM,State government,STATE_GOV,2020-02-13,0
AM,Manaus,1302603,2020-02-13,5.56
BA,State government,STATE_GOV,2020-02-13,11.11
BA,Salvador,2927408,2020-02-13,5.56
SP,State government,STATE_GOV,2020-02-13,0
SP,Sao Paulo,3550308,2020-02-13,0
RS,Porto Alegre,4314902,2020-02-13,5.56
RS,State government,STATE_GOV,2020-02-13,11.11
RJ,State government,STATE_GOV,2020-02-13,0
RJ,Rio de Janeiro,3304557,2020-02-13,0
PE,State government,STATE_GOV,2020-02-13,0
PE,Recife,2611606,2020-02-13,0
AL,State government,STATE_GOV,2020-02-13,0
PR,State government,STATE_GOV,2020-02-13,11.11
MA,State government,STATE_GOV,2020-02-13,5.56
MS,State government,STATE_GOV,2020-02-13,0
ES,State government,STATE_GOV,2020-02-13,0
MG,State government,STATE_GOV,2020-02-13,11.11
SC,State government,STATE_GOV,2020-02-13,0
AC,State government,STATE_GOV,2020-02-13,5.56
PA,State government,STATE_GOV,2020-02-13,0
PB,State government,STATE_GOV,2020-02-13,0
DF,State government,STATE_GOV,2020-02-13,11.11
PI,State government,STATE_GOV,2020-02-13,11.11
TO,State government,STATE_GOV,2020-02-13,0
SE,State government,STATE_GOV,2020-02-13,0
RR,State government,STATE_GOV,2020-02-13,5.56
RO,State government,STATE_GOV,2020-02-13,0
AP,State government,STATE_GOV,2020-02-13,0
RN,State government,STATE_GOV,2020-02-13,11.11
MT,State government,STATE_GOV,2020-02-13,0
CE,State government,STATE_GOV,2020-02-14,5.56
CE,Fortaleza,2304400,2020-02-14,0
GO,State government,STATE_GOV,2020-02-14,0
GO,Goiania,5208707,2020-02-14,0
AM,State government,STATE_GOV,2020-02-14,0
AM,Manaus,1302603,2020-02-14,5.56
BA,State government,STATE_GOV,2020-02-14,11.11
BA,Salvador,2927408,2020-02-14,5.56
SP,State government,STATE_GOV,2020-02-14,0
SP,Sao Paulo,3550308,2020-02-14,0
RS,Porto Alegre,4314902,2020-02-14,5.56
RS,State government,STATE_GOV,2020-02-14,11.11
RJ,State government,STATE_GOV,2020-02-14,0
RJ,Rio de Janeiro,3304557,2020-02-14,0
PE,State government,STATE_GOV,2020-02-14,0
PE,Recife,2611606,2020-02-14,0
AL,State government,STATE_GOV,2020-02-14,0
PR,State government,STATE_GOV,2020-02-14,11.11
MA,State government,STATE_GOV,2020-02-14,5.56
MS,State government,STATE_GOV,2020-02-14,0
ES,State government,STATE_GOV,2020-02-14,0
MG,State government,STATE_GOV,2020-02-14,11.11
SC,State government,STATE_GOV,2020-02-14,0
AC,State government,STATE_GOV,2020-02-14,5.56
PA,State government,STATE_GOV,2020-02-14,0
PB,State government,STATE_GOV,2020-02-14,0
DF,State government,STATE_GOV,2020-02-14,11.11
PI,State government,STATE_GOV,2020-02-14,11.11
TO,State government,STATE_GOV,2020-02-14,0
SE,State government,STATE_GOV,2020-02-14,0
RR,State government,STATE_GOV,2020-02-14,5.56
RO,State government,STATE_GOV,2020-02-14,0
AP,State government,STATE_GOV,2020-02-14,0
RN,State government,STATE_GOV,2020-02-14,11.11
MT,State government,STATE_GOV,2020-02-14,0
CE,State government,STATE_GOV,2020-02-15,5.56
CE,Fortaleza,2304400,2020-02-15,0
GO,State government,STATE_GOV,2020-02-15,0
GO,Goiania,5208707,2020-02-15,0
AM,State government,STATE_GOV,2020-02-15,0
AM,Manaus,1302603,2020-02-15,5.56
BA,State government,STATE_GOV,2020-02-15,11.11
BA,Salvador,2927408,2020-02-15,5.56
SP,State government,STATE_GOV,2020-02-15,0
SP,Sao Paulo,3550308,2020-02-15,0
RS,Porto Alegre,4314902,2020-02-15,5.56
RS,State government,STATE_GOV,2020-02-15,11.11
RJ,State government,STATE_GOV,2020-02-15,0
RJ,Rio de Janeiro,3304557,2020-02-15,0
PE,State government,STATE_GOV,2020-02-15,0
PE,Recife,2611606,2020-02-15,0
AL,State government,STATE_GOV,2020-02-15,0
PR,State government,STATE_GOV,2020-02-15,11.11
MA,State government,STATE_GOV,2020-02-15,5.56
MS,State government,STATE_GOV,2020-02-15,0
ES,State government,STATE_GOV,2020-02-15,0
MG,State government,STATE_GOV,2020-02-15,11.11
SC,State government,STATE_GOV,2020-02-15,0
AC,State government,STATE_GOV,2020-02-15,5.56
PA,State government,STATE_GOV,2020-02-15,0
PB,State government,STATE_GOV,2020-02-15,0
DF,State government,STATE_GOV,2020-02-15,11.11
PI,State government,STATE_GOV,2020-02-15,11.11
TO,State government,STATE_GOV,2020-02-15,0
SE,State government,STATE_GOV,2020-02-15,0
RR,State government,STATE_GOV,2020-02-15,5.56
RO,State government,STATE_GOV,2020-02-15,0
AP,State government,STATE_GOV,2020-02-15,0
RN,State government,STATE_GOV,2020-02-15,11.11
MT,State government,STATE_GOV,2020-02-15,0
CE,State government,STATE_GOV,2020-02-16,5.56
CE,Fortaleza,2304400,2020-02-16,0
GO,State government,STATE_GOV,2020-02-16,0
GO,Goiania,5208707,2020-02-16,0
AM,State government,STATE_GOV,2020-02-16,0
AM,Manaus,1302603,2020-02-16,5.56
BA,State government,STATE_GOV,2020-02-16,11.11
BA,Salvador,2927408,2020-02-16,5.56
SP,State government,STATE_GOV,2020-02-16,0
SP,Sao Paulo,3550308,2020-02-16,0
RS,Porto Alegre,4314902,2020-02-16,5.56
RS,State government,STATE_GOV,2020-02-16,11.11
RJ,State government,STATE_GOV,2020-02-16,0
RJ,Rio de Janeiro,3304557,2020-02-16,0
PE,State government,STATE_GOV,2020-02-16,0
PE,Recife,2611606,2020-02-16,0
AL,State government,STATE_GOV,2020-02-16,0
PR,State government,STATE_GOV,2020-02-16,11.11
MA,State government,STATE_GOV,2020-02-16,5.56
MS,State government,STATE_GOV,2020-02-16,0
ES,State government,STATE_GOV,2020-02-16,0
MG,State government,STATE_GOV,2020-02-16,11.11
SC,State government,STATE_GOV,2020-02-16,0
AC,State government,STATE_GOV,2020-02-16,5.56
PA,State government,STATE_GOV,2020-02-16,0
PB,State government,STATE_GOV,2020-02-16,0
DF,State government,STATE_GOV,2020-02-16,11.11
PI,State government,STATE_GOV,2020-02-16,11.11
TO,State government,STATE_GOV,2020-02-16,0
SE,State government,STATE_GOV,2020-02-16,0
RR,State government,STATE_GOV,2020-02-16,5.56
RO,State government,STATE_GOV,2020-02-16,0
AP,State government,STATE_GOV,2020-02-16,0
RN,State government,STATE_GOV,2020-02-16,11.11
MT,State government,STATE_GOV,2020-02-16,0
CE,State government,STATE_GOV,2020-02-17,5.56
CE,Fortaleza,2304400,2020-02-17,0
GO,State government,STATE_GOV,2020-02-17,0
GO,Goiania,5208707,2020-02-17,0
AM,State government,STATE_GOV,2020-02-17,0
AM,Manaus,1302603,2020-02-17,5.56
BA,State government,STATE_GOV,2020-02-17,11.11
BA,Salvador,2927408,2020-02-17,5.56
SP,State government,STATE_GOV,2020-02-17,0
SP,Sao Paulo,3550308,2020-02-17,0
RS,Porto Alegre,4314902,2020-02-17,5.56
RS,State government,STATE_GOV,2020-02-17,11.11
RJ,State government,STATE_GOV,2020-02-17,0
RJ,Rio de Janeiro,3304557,2020-02-17,0
PE,State government,STATE_GOV,2020-02-17,0
PE,Recife,2611606,2020-02-17,0
AL,State government,STATE_GOV,2020-02-17,0
PR,State government,STATE_GOV,2020-02-17,11.11
MA,State government,STATE_GOV,2020-02-17,5.56
MS,State government,STATE_GOV,2020-02-17,0
ES,State government,STATE_GOV,2020-02-17,0
MG,State government,STATE_GOV,2020-02-17,11.11
SC,State government,STATE_GOV,2020-02-17,0
AC,State government,STATE_GOV,2020-02-17,5.56
PA,State government,STATE_GOV,2020-02-17,0
PB,State government,STATE_GOV,2020-02-17,0
DF,State government,STATE_GOV,2020-02-17,11.11
PI,State government,STATE_GOV,2020-02-17,11.11
TO,State government,STATE_GOV,2020-02-17,0
SE,State government,STATE_GOV,2020-02-17,0
RR,State government,STATE_GOV,2020-02-17,5.56
RO,State government,STATE_GOV,2020-02-17,0
AP,State government,STATE_GOV,2020-02-17,0
RN,State government,STATE_GOV,2020-02-17,11.11
MT,State government,STATE_GOV,2020-02-17,0
CE,State government,STATE_GOV,2020-02-18,5.56
CE,Fortaleza,2304400,2020-02-18,0
GO,State government,STATE_GOV,2020-02-18,0
GO,Goiania,5208707,2020-02-18,0
AM,State government,STATE_GOV,2020-02-18,0
AM,Manaus,1302603,2020-02-18,5.56
BA,State government,STATE_GOV,2020-02-18,11.11
BA,Salvador,2927408,2020-02-18,5.56
SP,State government,STATE_GOV,2020-02-18,0
SP,Sao Paulo,3550308,2020-02-18,0
RS,Porto Alegre,4314902,2020-02-18,5.56
RS,State government,STATE_GOV,2020-02-18,11.11
RJ,State government,STATE_GOV,2020-02-18,0
RJ,Rio de Janeiro,3304557,2020-02-18,0
PE,State government,STATE_GOV,2020-02-18,0
PE,Recife,2611606,2020-02-18,0
AL,State government,STATE_GOV,2020-02-18,0
PR,State government,STATE_GOV,2020-02-18,11.11
MA,State government,STATE_GOV,2020-02-18,5.56
MS,State government,STATE_GOV,2020-02-18,0
ES,State government,STATE_GOV,2020-02-18,0
MG,State government,STATE_GOV,2020-02-18,11.11
SC,State government,STATE_GOV,2020-02-18,0
